nom	site	bucket	detail
altered apparel	https://www.alteredapparelltd.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
allthingsfi	https://www.allthingsfi.com.au/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
27kids	https://27kids.com.vn/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
allylikes	https://www.allylikes.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
amávia	https://www.amavia.com.br/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
alternative apparel	https://www.alternativeapparel.com/	net-error	ENOTFOUND
allkind	https://allkind.co.uk/	net-error	ENOTFOUND
alpenglow	https://shopalpenglowapparel.com/	net-error	ENOTFOUND
0&1	https://en.0and1.de/	net-error	ENOTFOUND
1017 alyx 9sm	https://www.alyxstudio.com/	net-error	ENOTFOUND
05 studio	https://www.the05studio.com/	net-error	ENOTFOUND
a better mistake	https://shop.abettermistake.com/collections/shop-collection	net-error	ENOTFOUND
amari amari	https://amariamari.co.uk/	net-error	ENOTFOUND
allen schwartz	https://www.allenschwartz.com/	net-error	ENOTFOUND
amirante antica sartoria napoletana	https://www.anticasartorianapoletana.it/sell-online	http-dead	404
andreādamo	https://andreaadamo.it/	net-error	ENOTFOUND
alpe women shoes	https://www.alpeteam.com/	net-error	ENOTFOUND
99podshop	https://99podshop.co/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
281z	https://281z.store/	dns-flaky	timeout/servfail on both
a perfect jane	https://aperfectjane.com/	dns-flaky	timeout/servfail on both
angel's paris	https://www.angels-paris.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
ank	https://www.ankjewellery.art/	http-dead	404
annaut	https://annaut.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
a.d.s.r	https://www.adsrfoundation.com/top/	net-error	ENOTFOUND
aatise	https://www.aatise.com/	alive	200
adhoc	https://www.adhocformovingpeople.com/	tls-error	CERT_HAS_EXPIRED
alternative	https://www.alternativeapparel.com/	net-error	ENOTFOUND
am jewelry	https://angelomoretti.be/	net-error	ENOTFOUND
ammehoela	https://www.ammehoela-kids.nl/	net-error	ENOTFOUND
anita bilardi	https://www.anitabilardi.com/en/	net-error	ENOTFOUND
alster vandel	https://alstervandel.com/	net-error	ENOTFOUND
and less	https://www.shopandless.com/	tls-error	CERT_HAS_EXPIRED
88 rue du rhone	http://88rdr.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
anse	https://anselinen.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
à la garçonne	https://alagarconne.com.br/en	net-error	ENOTFOUND
4you	https://www.4you.de/	net-error	ENOTFOUND
arpenteur	https://www.arpenteur.fr/en/	http-dead	404
apple valley natural soap	https://applevalleynaturalsoap.com/	http-dead	404
amber goes green	http://ambergoesgreen.ca/accessories-collection/	net-error	ENOTFOUND
another sunday	https://anothersunday.com/	alive	200
arnsdorf	https://arnsdorf.com.au/	http-dead	404
5lakes&mt	https://5lakesmt.com/	dns-flaky	timeout/servfail on both
american golf	https://www.americangolf.co.uk/	net-error	ENOTFOUND
anecdote	https://www.anecdote.nl/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
ana sousa	https://www.temperaturaanasousa.com/	blocked	503
acure	http://www.acure.com/	alive	200
a.b.c.l.	https://www.abclgarments.com/	net-error	ENOTFOUND
arcopedico	https://arcopedico.com/en/spring-2021/	net-error	ENOTFOUND
audelia's collection	http://audeliascollection.com/	net-error	ENOTFOUND
adelaide c. ecoage	https://store.adelaidecarta.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
aspinal of london	https://www.aspinaloflondon.com/	blocked	403
anyeluz	https://www.anyeluz.com/	alive	200
athison	https://athison.com/en-us	alive	200
aeron	https://aeron.com/	alive	200
adriatica	https://adriaticawatches.ch/	alive	200
asquith london	https://www.asquithlondon.com/	alive	200
a2z beauty	https://www.michaelgiordanointl.com/home	net-error	ENOTFOUND
anchors-n-asteroids	https://www.anchors-n-asteroids.com/	net-error	ENOTFOUND
ayani	https://ayani.co/?oid=375&affid=1&source_id=GoY-rating&sub1=brandpage	alive	200
aure	https://www.aurestudio.com/	tls-error	ERR_SSL_TLSV1_ALERT_INTERNAL_ERROR
b.l.a.h.	https://www.nomoreblah.com/shop/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
articles of society	https://articlesofsociety.com/	net-error	ENOTFOUND
aaron esh	https://aaronesh.com/	net-error	ENOTFOUND
andrea lucy designs	https://andrealucydesigns.com.au/	net-error	ENOTFOUND
aznar innova s.a.	https://www.aznarinnova.com/en/	net-error	ENOTFOUND
atelier reservé	https://shop.reserveboys.com/	alive	200
artelusa	https://artelusa.pt/	net-error	ENOTFOUND
anaconda	https://www.anacondastores.com/	net-error	ENOTFOUND
az factory	https://www.azfactory.com/	net-error	ENOTFOUND
aubercy	https://www.aubercy.com/	alive	200
atelje dr jewelry	https://www.atelje-dr.si/	alive	200
aw lab	https://en.aw-lab.com/	alive	200
atwater	https://www.atwaterskin.com/	alive	200
aroma prodigy	http://www.aromaprodigy.com/	net-error	ENOTFOUND
badgley mischka	https://www.badgleymischka.com/	alive	200
avatim	https://www.avatim.com.br/	blocked	403
aramore skincare	http://aramoreskincare.com/	alive	200
arivastreetwear	https://arivastreetwear.com/	net-error	ENOTFOUND
backstage make-up	https://backstage-makeup.de/	net-error	ENOTFOUND
accessoire diffusion	https://www.accessoire-diffusion.com/	net-error	ENOTFOUND
armani jeans	https://www.armani.com/ru/armanijeans	net-error	ENOTFOUND
ascention parfums	http://ascentionbeautyco.com/	net-error	ENOTFOUND
australian	https://www.australian.nl/	alive	200
awdis ecologie	https://ecologiebyawdis.com/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
aob products	http://www.aobproducts.ca/	net-error	ENOTFOUND
at.p.co	https://www.atpco.it/	tls-error	ERR_SSL_SSL/TLS_ALERT_HANDSHAKE_FAILURE
absolutely bear	https://www.absolutelybear.com/	net-error	ENOTFOUND
aiste anaite	https://www.aisteanaite.com/en/	net-error	ENOTFOUND
awave awake	https://www.awaveawake.com/	net-error	ENOTFOUND
akuna swimwear	https://www.akunaswimwear.com.au/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
abun	http://abun-global.com/	alive	200
astley clarke	https://www.astleyclarke.com/	net-error	ENOTFOUND
atlantic blankets	https://www.atlanticblankets.com/	alive	200
affix works	https://affix-works.com/	alive	200
ballantyne cashmere spa	https://www.ballantyne.it/	net-error	ENOTFOUND
auli skin	https://www.auliskin.com/	net-error	ENOTFOUND
avarcas menorquinas	https://www.avarcas.com/	alive	200
adriana degreas	https://shop.adrianadegreas.com/	net-error	ENOTFOUND
babybear	https://babybear.lk/	net-error	ENOTFOUND
arthur knight	https://arthurknight.com/	net-error	ENOTFOUND
afflecks	https://www.afflecks.com/	net-error	ENOTFOUND
aethera	https://www.aethera.com.au/	net-error	ENOTFOUND
ashanti naturals	https://ashantinaturals.com/	alive	200
airtox	https://airtox.dk/	alive	200
arsène et les pipelettes	https://www.arseneetlespipelettes.com/	alive	200
arboré.	https://www.arbore-studios.de/	alive	200
as we are now	https://aswearenow.co/?oid=389&affid=1&source_id=GoY-rating&sub1=brandpage	alive	200
adya designs	https://adyadesigns.in/	net-error	ENOTFOUND
baby bum	https://www.sunbum.com/pages/baby-bum	alive	200
aemmi	https://www.ae-mmi.com/	net-error	ENOTFOUND
aizea	https://www.aizea-paris.com/	net-error	ENOTFOUND
agnès b.	https://agnesb.fr/	blocked	403
arizona love	https://www.arizonalove.store/	alive	200
ayurveda sutra co	https://www.ayurvedasutra.co/	net-error	ENOTFOUND
age of innocence	https://www.age-of-innocence.com/	net-error	ENOTFOUND
au vieux campeur	https://www.auvieuxcampeur.fr/	net-error	ENOTFOUND
atzen superior to organic® skin care	https://atzen.com/	alive	200
agolde	https://agolde.com/	net-error	ENOTFOUND
aurelia	https://shopforaurelia.com/	net-error	ENOTFOUND
atm	https://atmcollection.com/	net-error	ENOTFOUND
auralee	https://auralee.jp/	net-error	ENOTFOUND
aware hair	https://awarehair.com/	net-error	ENOTFOUND
balenciaga	https://www.balenciaga.com/	net-error	ENOTFOUND
atmosea	https://atmosea.com.au/	alive	200
ak custom jewelers	https://akjewelers.com/	net-error	ENOTFOUND
azizi	https://www.soraya-azizi.com/	net-error	ENOTFOUND
atp atelier	https://atpatelier.com/	alive	200
airpaq	https://www.airpaq.de/	net-error	ENOTFOUND
aerie	https://www.ae.com/	alive	200
agua bendita	https://www.aguabendita.com.co/	net-error	ENOTFOUND
barker	https://eu.barkershoes.com/	alive	200
akça holding company	http://www.akcaholding.com/	alive	200
artichoke	https://artichokebags.com/	net-error	ENOTFOUND
adam lippes	https://adamlippes.com/	alive	200
armata di mare	https://www.armatadimare.com/	tls-error	CERT_HAS_EXPIRED
banjanan	https://banjanan.com/	alive	200
b sides	https://bsidesjeans.com/	alive	200
babymel	http://www.babymel.com/	net-error	ENOTFOUND
babycare	https://www.babycarestores.in/	alive	200
aster & oak	https://www.asterandoak.com.au/?oid=352&affid=1&source_id=GoY-rating&sub1=brandpage	alive	200
aussie disposals	https://www.aussiedisposals.com.au/	alive	200
aspesi	https://www.aspesi.com/	net-error	ENOTFOUND
abyl	https://aybl.com/	net-error	ENOTFOUND
azulu	https://azulu.com/en/home/	http-dead	404
badawii beachwear	https://badawiibeachwear.com/	alive	200
azure	http://www.azureskincare.com/	net-error	ENOTFOUND
adidas	https://www.adidas.com/	net-error	ENOTFOUND
apranga  ab	http://www.apranga.lt/	alive	200
baileys	https://www.baileys.nl/	net-error	ENOTFOUND
aro	https://aroshoes.com/	net-error	ENOTFOUND
adish	http://www.adishstudios.com/en/home/a/main/	alive	200
autumn adeigbo	https://autumnadeigbo.com/	net-error	ENOTFOUND
aristocrazy	https://www.aristocrazy.com/	net-error	ENOTFOUND
baiia	https://www.baiia.com.au/	alive	200
avail	http://www.shimamura.gr.jp/avail/	alive	200
aiir professional	https://aiirprofessional.com/	net-error	ENOTFOUND
adriana iglesias	https://adrianaiglesias.com/	net-error	ENOTFOUND
barney cools	https://barneycools.com/	net-error	ENOTFOUND
aday	https://www.thisisaday.com/	http-dead	423
beiersdorf	https://www.beiersdorf.com/	net-error	ENOTFOUND
ahlvar gallery	https://ahlvar.com/	net-error	ENOTFOUND
against all odds	https://www.againstallodds.shop/	net-error	ENOTFOUND
agonswim	http://www.agonswim.com/	alive	200
ashuhari	https://www.ashuhari.shop/	alive	200
artlove	https://www.artlove.fr/	net-error	ENOTFOUND
aventura	https://aventuraclothing.com/	net-error	ENOTFOUND
baby-g	https://www.baby-g.com/	blocked	403
athari wear	https://athariwear.com/	net-error	ENOTFOUND
arioseyears	https://arioseyears.com/	net-error	ENOTFOUND
avesso	https://www.avesso.com/	net-error	ENOTFOUND
after label	https://www.afterlabel.com/	net-error	ENOTFOUND
aisle5	http://www.aisle5skin.com/	net-error	ENOTFOUND
artida oud	https://www.artidaoud.com/	alive	200
adolfo dominguez	https://www.adolfodominguez.com/	alive	200
aspen glow	http://aspenglowco.com/	alive	200
backes & strauss	https://www.backesandstrauss.com/	net-error	ENOTFOUND
aveda	https://www.aveda.ca/	net-error	ENOTFOUND
bal	https://baloriginal.com/	alive	200
baggage factory	https://www.baggagefactory.co.uk/	net-error	ENOTFOUND
asportuguesas	https://asportuguesas.shoes/	alive	200
aetrex	https://www.aetrex.com/	alive	200
armani exchange	https://www.armaniexchange.com/	tls-error	CERT_HAS_EXPIRED
balr.	https://www.balr.com/	alive	200
alala	https://alalastyle.com/	alive	200
b.yellowtail	https://byellowtail.com/	alive	200
b. belt	https://www.b-belt.fashion/	tls-error	ERR_SSL_TLSV1_ALERT_INTERNAL_ERROR
aubrie	https://aubrie.com.au/	net-error	ENOTFOUND
axess wallets	https://www.axesswallets.com/	alive	200
bali lash	http://www.balilash.com/	net-error	ENOTFOUND
baje studio	https://bajestudio.com/	alive	200
bamba	https://www.bambaswim.com/	alive	200
arquiste	https://arquiste.com/	net-error	ENOTFOUND
arzukara	https://www.arzukara.com/	net-error	ENOTFOUND
asceno	https://www.asceno.com/	alive	200
basile	https://www.basileitalia.com/fashion/il-marchio-basile/	net-error	ENOTFOUND
alcott	https://www.alcott.eu/	net-error	ENOTFOUND
agave healing oil	http://www.agaveoil.com/	net-error	ENOTFOUND
aktivoptik	https://www.aktivoptik.de/	net-error	ENOTFOUND
atmosphere	https://www.atmosphere.ca/en.html	net-error	ENOTFOUND
babo botanicals	http://www.babobotanicals.com/	alive	200
arctic bay	https://arctic-bay.ca/	net-error	ENOTFOUND
be a 10	http://www.bea10.com/	net-error	ENOTFOUND
ayeya	https://ayeya.com/	tls-error	CERT_HAS_EXPIRED
atelier rebul	https://www.atelierrebul.com.tr/	net-error	ENOTFOUND
alaffia	http://www.alaffia.com/	alive	200
asuyama	https://asuyama.com/	alive	200
baleno	https://www.baleno.com/	alive	200
bardot	https://www.bardot.com/	net-error	ENOTFOUND
bb sheep	https://www.bbsheep.com/	net-error	ENOTFOUND
babystyling	https://www.babystyling.com/	net-error	ENOTFOUND
akro	https://akrofragrances.com/	net-error	ENOTFOUND
adia	https://www.adiafashion.dk/	net-error	ENOTFOUND
ashara jewels	https://asharajewels.com/	alive	200
akris	http://www.akris.ch/	net-error	ENOTFOUND
baggins	https://bagginsbags.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
base london	https://www.baselondon.com/	net-error	ENOTFOUND
alexandre vauthier	https://www.alexandrevauthier.com/en/	http-dead	402
aevor	https://www.aevor.com/	alive	200
barbella co.	http://barbellaco.com/	net-error	ENOTFOUND
bape	https://int.bape.com/	net-error	ENOTFOUND
balm n calm	https://balmncalm.com/	net-error	ENOTFOUND
aviation88	https://www.aviation88.co.uk/	http-dead	404
åhléns	https://www.ahlens.se/	alive	200
agatha	https://www.agatha.fr/	alive	200
atelier de famille	https://www.atelierdefamille.fr/	alive	200
be-with	https://bewithclothing.com/	alive	200
army and air force exchange service	https://www.shopmyexchange.com/	alive	200
bassike	https://intl.bassike.com/	dns-flaky	timeout/servfail on both
barnyardstorm	https://www.adastria.co.jp/brands/barnyardstorm/	dns-flaky	timeout/servfail on both
atunas	https://www.atunas.com.tw/	dns-flaky	timeout/servfail on both
afends	https://afends.com/?oid=46&affid=1&source_id=GoY-rating&sub1=brandpage	alive	200
baserange	https://www.baserange.net/	alive	200
avon products inc.	https://my.avon.ru/	net-error	UND_ERR_CONNECT_TIMEOUT
aigner	https://www.aignermunich.de/	net-error	ENOTFOUND
balm baby	http://www.taylorsnatural.com/	net-error	ENOTFOUND
basic rights	https://www.basicrights.com/	net-error	ENOTFOUND
belt fashion	https://beltfashion.nl/	net-error	ENOTFOUND
alexandra svendsen	https://www.alexandrasvendsen.de/	alive	200
avirex japan	https://www.avirex-usa.com/	net-error	ENOTFOUND
attesa	https://www.attesa.it/	net-error	ENOTFOUND
babyone	https://www.babyone.de/	net-error	ENOTFOUND
baldessarini	https://www.baldessarini.com/	alive	200
beatrice valenzuela	https://beatricevalenzuela.com/	net-error	ENOTFOUND
baiwuxi	https://weibo.com/baiwuxi	alive	200
avia	http://www.avia.com/	net-error	ENOTFOUND
batsheva	https://www.batsheva.com/	net-error	ENOTFOUND
billykirk	https://www.billykirk.com/	net-error	ENOTFOUND
bampidano	https://www.bampidano.com/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
banks journal	https://banksjournal.com/	net-error	ENOTFOUND
b.bld llc	https://bbld.fun/	alive	200
alan red	http://www.alanred.com/	alive	200
aevi wellness	http://aeviwellness.com/	net-error	ENOTFOUND
bayankala	http://www.bayankala.com/	net-error	ENOTFOUND
bannedla	https://ruinmylife.la/	net-error	ENOTFOUND
beauregard	https://beauregard.ch/	net-error	ENOTFOUND
akola	https://akola.co/	net-error	ENOTFOUND
aiayu	https://aiayu.com/	net-error	ENOTFOUND
bella bliss	https://klarandco.com/	net-error	ENOTFOUND
babymocs	https://babymocs.com/	alive	200
befree	https://befree.ru/	net-error	ENOTFOUND
bally	http://www.bally.eu/	alive	200
bertoni	https://www.bertoni.com/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
alexander wang	https://www.alexanderwang.com/	alive	200
bedhead pajamas	https://bedheadpjs.com/	net-error	ENOTFOUND
belair	https://www.belair-paris.fr/	net-error	ENOTFOUND
bean pole international	http://www.beanpole.com/	alive	200
bathsheba	https://bathshebarituals.com/	net-error	ENOTFOUND
barbarossa moratti	https://www.barbarossamoratti.com/	net-error	ENOTFOUND
barocco tribal	https://www.baroccotribal.com/	net-error	ENOTFOUND
abbot kinney apothecary	https://abbotkinneyapothecary.com/	net-error	ENOTFOUND
afriek	https://afriek.com/	alive	200
article22	https://article22.com/?oid=52&affid=1&source_id=GoY-rating&sub1=brandpage	net-error	ENOTFOUND
athleta inc	https://athleta.gap.com/	alive	200
alessandro zavetti	https://www.zavetti.com/	alive	200
aoyama tailor	https://www.y-aoyama.jp/	alive	200
après studio	https://apresstudio.com.au/	net-error	ENOTFOUND
bask in the sun	https://www.baskinthesun.fr/	net-error	ENOTFOUND
be pure dutch	https://bepure-dutch.com/	net-error	ENOTFOUND
aya sacred wear	https://aya.eco/	alive	200
akubra hats	https://akubra.com.au/	alive	200
basler	https://www.basler-fashion.com/	net-error	ENOTFOUND
be camaïeu	http://www.camaieu.com/	blocked	403
al ambra	https://alambraperfumes.com/	net-error	ENOTFOUND
alex de pase	http://www.alexdepase.eu/	net-error	ENOTFOUND
avec les filles	https://aveclesfilles.com/	alive	200
beton ciré	https://betonxcire.com/	alive	200
bear naked pickleball	http://bearnakedpickleball.com/	alive	200
bared footwear	https://baredfootwear.pxf.io/R0Z47g	net-error	ENOTFOUND
badimyon	https://www.badimyon.com/	net-error	ENOTFOUND
afroblonde	https://afroblonde.com.au/	net-error	ENOTFOUND
alexandria professional	http://www.alexandriaprofessional.com/	net-error	ENOTFOUND
bcf	https://www.bcf.com.au/	net-error	ENOTFOUND
becci boo's custom shoes	https://beccibooscustomshoes.com/	net-error	ENOTFOUND
ayten gasson	https://www.aytengasson.com/	net-error	ENOTFOUND
biologist-mood	https://biologist-mood.fr/	alive	200
aimer	https://aimeronline.com/	net-error	ENOTFOUND
beaumont organic	https://beaumontorganic.com/	net-error	ENOTFOUND
alejandra alonso rojas	https://www.alejandraalonsorojas.com/	net-error	ENOTFOUND
baliene	https://baliene.com/	alive	200
atmos pink	https://www.atmos-pink.com/	net-error	ENOTFOUND
bearpaw	https://www.bearpaw.com/	net-error	ENOTFOUND
bi-mart	http://www.bimart.com/	net-error	ENOTFOUND
agella beauty	https://www.agellabeauty.com/	net-error	ENOTFOUND
beautitionary	http://beautitionary.com/	alive	200
belair paris	https://www.belair-paris.fr/	net-error	ENOTFOUND
bibi lou	https://www.bibilou.es/	net-error	ENOTFOUND
beldona	https://www.beldona.com/	net-error	ENOTFOUND
ahirain	https://www.ahirain.com/	net-error	ENOTFOUND
aurlex tees	https://www.aurlextees.com/	http-dead	423
aeonia by delavie sciences	http://www.delaviesciences.com/	alive	200
bata	https://www.bata.in/	net-error	ENOTFOUND
benfica official store	https://www.slbenfica.pt/	net-error	ENOTFOUND
auricoste	http://www.auricoste.fr/	net-error	ENOTFOUND
billini	https://www.billini.com/	net-error	ENOTFOUND
bernie mev new york	https://www.berniemev.eu/	net-error	ENOTFOUND
bellfield	https://www.bellfieldclothing.com/	net-error	ENOTFOUND
alighieri	https://www.alighieri.com/	net-error	ENOTFOUND
bathu	https://www.bathu.co.za/	net-error	ENOTFOUND
bambu earth	https://bambuearth.com/	net-error	ENOTFOUND
bonprix	https://bonprix.com/	net-error	ENOTFOUND
authentic	http://www.authentichemp.com/	net-error	ENOTFOUND
auromère	https://www.auromere.com/	net-error	ENOTFOUND
aldridges	https://www.englishmadebelts.co.uk/	alive	200
awg-modecenter	https://www.awg-mode.de/	net-error	ENOTFOUND
bexley	https://www.bexley.fr/	net-error	ENOTFOUND
benibeca	http://www.benibeca.com/	net-error	ENOTFOUND
alida pure	http://www.alidapurebodycare.com/	net-error	ENOTFOUND
alcina	https://www.alcina.de/	net-error	ENOTFOUND
belwest	https://belwest.ru/	alive	200
alder	https://www.alderapparel.com/	net-error	ENOTFOUND
alghabra parfums	https://alghabra-parfums.com/	net-error	ENOTFOUND
audimas  ab	https://www.audimas.lt/	net-error	ENOTFOUND
berner kühl	https://bernerkuhl.com/	net-error	ENOTFOUND
bielenda group	https://bielenda.pl/	net-error	ENOTFOUND
bellabeautebar llc	https://bellabeautebar.com/	net-error	ENOTFOUND
black pepper clothing	https://www.blackpepper.com.au/	net-error	ENOTFOUND
beauty formulation ltd	https://www.beautyformulation.com/	alive	200
b-well	https://www.karl-rieker-online-shop.de/	net-error	ENOTFOUND
bisgaard	https://www.bisgaardshoes.com/	alive	200
beams	https://www.beams.co.jp/	net-error	ENOTFOUND
beaverbrooks	https://www.beaverbrooks.co.uk/	alive	200
billieblush	https://www.kidsaround.com/	alive	200
benlai	http://www.benlaishop.com/	alive	200
beckett simonon	https://www.beckettsimonon.com/	net-error	ENOTFOUND
berkner	https://berkner.pl/en/	net-error	ENOTFOUND
bellabu bear	https://bellabubear.com/	net-error	ENOTFOUND
avavav	https://avavav.com/	alive	200
arei outdoor gear	https://areioutdoorgear.co.id/	net-error	ENOTFOUND
alinari-firenze	https://www.alinarifirenze.com/	net-error	ENOTFOUND
bergstein	https://www.bergsteinfootwear.com/	net-error	ENOTFOUND
baby phat	https://babyphat.com/	net-error	ENOTFOUND
alexandra mor	https://www.alexandramor.com/	alive	200
bdk parfums	https://bdkparfums.com/	net-error	ENOTFOUND
bess	https://www.b-e-s-s.com/	net-error	ENOTFOUND
bav tailor	https://bavtailor.com/	net-error	ENOTFOUND
berwich	http://www.berwich.com/	alive	200
bilboa	https://bilboa.com.au/	alive	200
benyamin apoo	https://benyaminapoo.com/	net-error	ENOTFOUND
bbp	http://bbpbx.shop-pro.jp/	net-error	ENOTFOUND
bealls	https://www.beallsinc.com/	alive	200
birdhichand ghanshyamdas	http://www.birdhichand.com/	alive	200
beneunder	https://shop.beneunder.com/	net-error	ENOTFOUND
biofor campus	https://campus.biofor.hu/	alive	200
blom fashion	https://blomfashion.com/	alive	200
ascension swim	https://ascensionswim.com/	net-error	ENOTFOUND
bandi vamos	https://www.bandi.cz/	net-error	ENOTFOUND
bāeo	http://www.baeo.com/	net-error	ENOTFOUND
athleta	https://www.athleta.com/	net-error	ENOTFOUND
bed|stü	https://www.bedstu.com/	net-error	ENOTFOUND
better & better	http://www.betterandbetter.com/	alive	200
akyn	https://www.akyn.com/?oid=364&affid=1&source_id=GoY-rating&sub1=brandpage	net-error	ENOTFOUND
barks & beauty aesthetics	https://barksandbeautyaesthetics.com/	alive	200
bleusalt	https://bleusalt.com/	alive	200
alex mill	https://www.alexmill.com/	alive	200
billabong	http://www.billabongbiz.com/	net-error	ENOTFOUND
boathouse	https://www.shoptheboathouse.com/	alive	200
beau ties	https://www.beautiesltd.com/	net-error	ENOTFOUND
bethany williams	http://www.bethany-williams.com/	net-error	ENOTFOUND
biodermal	https://www.biodermal.nl/	alive	200
bcbgmaxazria	https://bcbg.com/	alive	200
bench	https://www.bench.co.uk/	net-error	ENOTFOUND
blackmilk clothing	https://blackmilkclothing.com/	alive	200
bissú cosméticos	https://bissu.com/	alive	200
bailey nelson	https://baileynelson.com/	net-error	ENOTFOUND
blukey	https://www.blukey.it/	net-error	ENOTFOUND
better botanicals	http://www.betterbotanicals.com/	net-error	ENOTFOUND
beaumont	https://www.beaumont.eu/	net-error	ENOTFOUND
artuyt	https://artuyt.com/	net-error	ENOTFOUND
baodao optical	http://www.baodao.com.cn/	net-error	ENOTFOUND
aki choklat studio	http://www.akichoklat.com/	http-dead	404
bela beauty college	https://belabeautycollege.com/	net-error	ENOTFOUND
bedat & co	http://www.bedat.com/	alive	200
bee factor natural cosmetics	https://beefactor.gr/	alive	200
beyou geraldine alasio	https://www.beyou-geraldinealasio.com/	alive	200
algo bonito	https://algo-bonito.com/	net-error	ENOTFOUND
blackstone footwear	https://www.blackstonefootwear.com/	net-error	ENOTFOUND
bikinikloset	https://www.bikinikloset.com/	net-error	ENOTFOUND
avirex	https://www.avirex.com/	alive	200
bonobo	https://bonobos.com/	net-error	ENOTFOUND
alegria b.	https://alegriab.com/	net-error	UND_ERR_CONNECT_TIMEOUT
autumn cashmere	https://www.autumncashmere.com/	blocked	403
ader error	https://adererror.com/	net-error	ENOTFOUND
bohemian mama	https://www.bohemianmama.com/?_vsrefdom=adwords%3Futm_source%3DGoodOnYou+App	net-error	ENOTFOUND
black white beige	https://www.blackwhitebeige.com/	alive	200
bazargan global llp	https://www.bazarganglobal.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
bolso	https://www.bolsobags.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
black orchid denim	https://blackorchiddenim.com/	alive	200
big lots	https://www.biglots.com/	net-error	ENOTFOUND
billionaire	https://www.billionaire.com/uk/home	net-error	redirect count exceeded
bcakes llc	http://www.bcakesllc.com/	net-error	ENOTFOUND
big w	https://www.bigw.com/	net-error	ENOTFOUND
aiifos	https://www.aiifos.com/	alive	200
beachlife	https://beachlife.com/en/	alive	200
bella freud	https://bellafreud.com/	net-error	ENOTFOUND
brams paris	https://www.bramsparis.com/	alive	200
blenzo	https://www.blenzoshoes.com/	net-error	ENOTFOUND
bepon	https://www.bepon.sk/	net-error	ENOTFOUND
admire my skin	https://www.admiremyskin.com/	alive	200
beekind	https://www.gilchristsoames.com/collections/beekind.html	net-error	ENOTFOUND
bhumi	https://bhumi.com.au/?oid=260&affid=1&source_id=GoY-rating&sub1=brandpage	net-error	ENOTFOUND
bossini	https://www.bossini.com/	net-error	ENOTFOUND
bottega veneta	https://www.bottegaveneta.com/	alive	200
berenice	https://www.berenice.net/	alive	200
beatrice .b	https://www.beatriceb.it/	net-error	ENOTFOUND
berghen	https://www.berghen.com/	net-error	ENOTFOUND
bates	https://www.batesfootwear.com/	net-error	ENOTFOUND
alex m. lynch	https://www.alexmlynch.com/	tls-error	ERR_SSL_SSL/TLS_ALERT_HANDSHAKE_FAILURE
beauty by earth	https://beautybyearth.com/	alive	200
ben bridge jeweler	https://www.benbridge.com/	alive	200
berdoues	https://berdoues.com/	net-error	ENOTFOUND
baeblu	http://www.baeblu.com/	net-error	ENOTFOUND
aexae	https://www.aexae.com/	net-error	ENOTFOUND
behno	https://behno.com/	net-error	ENOTFOUND
bulldog natural skincare	http://www.bulldogskincare.com/	net-error	ENOTFOUND
bite	https://bitestudios.com/	http-dead	402
biosilk	https://biosilk.com/	net-error	ENOTFOUND
bhima jewellers	https://www.bhima.in/	net-error	ENOTFOUND
bask suncare	http://www.basksuncare.com/	alive	200
bastet noir	https://bastetnoir.myshopify.com/?oid=39&affid=1&source_id=GoY-rating&sub1=brandpage	alive	200
bogs	https://www.bogsfootwear.com/	net-error	ENOTFOUND
all about audrey	https://allaboutaudrey.co.uk/	net-error	ENOTFOUND
body soup for the soul	http://www.bodysoupforthesoul.com/	net-error	ENOTFOUND
bijoux cailloux	https://bijouxcailloux.fr/	net-error	ENOTFOUND
batoner	https://www.batoner.com/	net-error	ENOTFOUND
binda italia	http://www.bindagroup.com/	net-error	ENOTFOUND
belnu	https://belnu.com/	net-error	ENOTFOUND
befeni	https://www.befeni.com/	net-error	ENOTFOUND
blfd	https://blfdclothing.com/	http-dead	404
bob's stores	https://www.bobstores.com/v	http-dead	404
b nosy	https://www.b-nosy.com/	net-error	ENOTFOUND
belchou's	https://www.belchous.com/	net-error	ENOTFOUND
be bare	https://naisture.com/pages/bebareus	net-error	ENOTFOUND
