url	kind	marques	bucket	detail	noms
https://jobs.jcrew.com	Board maison	2	READY	WORKDAY (page)	J.Crew | Madewell
https://about.puma.com/en/careers	portail	1	READY	WORKDAY (https://about.puma.com/en/jobs/manager-garment-technologist-r42569)	Puma
https://careers.aigle.com/fr	portail maison	1	READY	DIGITALRECRUITERS (page)	Aigle
https://careers.am-vintage.com/en	portail maison	1	READY	DIGITALRECRUITERS (page)	American Vintage
https://careers.lacoste.com/fr/annonces	portail maison	1	READY	DIGITALRECRUITERS (page)	Lacoste
https://careers.thekooples.com/en/annonces	portail maison	1	READY	DIGITALRECRUITERS (page)	The Kooples
https://jobs.rossstores.com/search/searchjobs	propre	1	READY	AVATURE (page)	Ross Stores
https://jobs.sephora.com	portail	1	READY	SUCCESSFACTORS (page)	Sephora
https://karriere.galeria.de	portail	1	NO_ADAPTER	Cornerstone (https://karriere.galeria.de)	Galeria (Karstadt Kaufhof)
https://careers.boardriders.com	portail	3	DEAD_HOST	DNS ENOTFOUND	Billabong | Quiksilver | Roxy
https://jobs.groupe-rocher.com	Board maison	3	DEAD_HOST	DNS ENOTFOUND	Arbonne | Dr Pierre Ricaud | Sabon
https://career.hm.com/	portail_groupe	6	BOT_WALL	HTTP 403 for https://career.hm.com/	& Other Stories | Monki | Weekday | Arket | COS | H&M
https://careers.keringeyewear.com	portail	2	DEAD_HOST	DNS ENOTFOUND	Lindberg | Maui Jim
https://www.capriholdings.com/people/Join-Us/default.aspx	portail_groupe	3	BOT_WALL	HTTP 403 for https://www.capriholdings.com/people/Join-Us/default.aspx	Jimmy Choo | Michael Kors | Versace
https://careers.tfgbrands.co.uk	portail	2	DEAD_HOST	DNS ENOTFOUND	Phase Eight | Whistles
https://carrieres.spartoo.com	portail	2	DEAD_HOST	DNS ENOTFOUND	André | Spartoo
https://careers.abc-mart.net	portail	1	DEAD_HOST	DNS ENOTFOUND	ABC-Mart
https://careers.agnesb.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Agnès b.
https://careers.aeropostale.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Aéropostale
https://careers.aloyoga.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Alo Yoga
https://careers.alshaya.com	portail	1	BOT_WALL	HTTP 403 for https://careers.alshaya.com	Alshaya Group
https://careers.amiparis.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Ami Paris
https://careers.authentic.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Ted Baker
https://careers.bape.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Bape (A Bathing Ape)
https://careers.beams.co.jp	portail	1	DEAD_HOST	DNS ENOTFOUND	Beams
https://careers.bestseller.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Bestseller (Vero Moda, Only, Jack & Jones)
https://careers.beymen.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Beymen
https://careers.bimbaylola.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Bimba y Lola
https://careers.boggi.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Boggi Milano
https://careers.bogner.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Bogner
https://careers.boohoogroup.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Boohoo
https://careers.boyner.com.tr	portail	1	DEAD_HOST	DNS ENOTFOUND	Boyner
https://careers.brunellocucinelli.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Brunello Cucinelli
https://careers.buckle.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Buckle
https://careers.caleres.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Stuart Weitzman
https://careers.ccc.eu	portail	1	DEAD_HOST	DNS ENOTFOUND	CCC
https://careers.christianlouboutin.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Christian Louboutin
https://careers.clarks.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Clarks
https://careers.courreges.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Courrèges
https://careers.craft.se	portail	1	DEAD_HOST	DNS ENOTFOUND	Craft
https://careers.delsey.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Delsey
https://careers.descente.co.jp	portail	1	DEAD_HOST	DNS ENOTFOUND	Descente
https://careers.desigual.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Desigual
https://careers.drmartens.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Dr. Martens
https://careers.eddiebauer.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Eddie Bauer
https://careers.esprit.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Esprit
https://careers.farmers.co.nz	portail	1	BOT_WALL	HTTP 403 for https://careers.farmers.co.nz	Farmers
https://careers.fearofgod.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Fear of God
https://careers.fila.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Fila
https://careers.forever21.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Forever 21
https://careers.fossilgroup.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Fossil
https://careers.frame-store.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Frame
https://careers.frasers.group	portail	1	DEAD_HOST	DNS ENOTFOUND	Sports Direct
https://careers.furla.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Furla
https://careers.gant.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Gant
https://careers.goldwin.co.jp	portail	1	DEAD_HOST	DNS ENOTFOUND	Goldwin
https://careers.hanesbrands.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Champion
https://careers.hobbs.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Hobbs
https://careers.herno.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Herno
https://careers.holzweiler.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Holzweiler
https://careers.isabelmarant.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Isabel Marant
https://careers.iroparis.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Iro
https://careers.kurtgeiger.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Kurt Geiger
https://careers.kith.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Kith
https://careers.landmarkgroup.com	portail	1	BOT_WALL	HTTP 403 for https://careers.landmarkgroup.com	Landmark Group
https://careers.landsend.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Lands' End
https://careers.leslipfrancais.fr	portail	1	DEAD_HOST	DNS ENOTFOUND	Le Slip Français
https://careers.loreal.com	Board maison	1	BOT_WALL	HTTP 403 for https://careers.loreal.com	Mugler
https://careers.luckybrand.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Lucky Brand
https://careers.macron.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Macron
https://careers.mashgroup.jp	portail	1	DEAD_HOST	DNS ENOTFOUND	Snidel
https://careers.missoni.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Missoni
https://careers.off---white.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Off-White
https://careers.office.co.uk	portail	1	DEAD_HOST	DNS ENOTFOUND	Office London
https://careers.palaceskateboards.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Palace
https://careers.palmangels.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Palm Angels
https://careers.paulandshark.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Paul & Shark
https://careers.revolve.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Revolve
https://careers.robertocavalli.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Roberto Cavalli
https://careers.roots.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Roots
https://careers.rouje.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Rouje
https://careers.rustans.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Rustan's
https://careers.sergiorossi.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Sergio Rossi
https://careers.shoppersstop.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Shoppers Stop
https://careers.skp-beijing.com	portail	1	DEAD_HOST	DNS ENOTFOUND	SKP
https://careers.soeur.fr	portail	1	DEAD_HOST	DNS ENOTFOUND	Soeur
https://careers.soliver.com	portail	1	DEAD_HOST	DNS ENOTFOUND	s.Oliver
https://careers.stockmann.com	Board maison	1	BOT_WALL	HTTP 403 for https://careers.stockmann.com	Stockmann
https://careers.stussy.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Stüssy
https://careers.tabio.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Tabio
https://careers.tally-weijl.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Tally Weijl
https://careers.tangs.com	portail	1	BOT_WALL	HTTP 403 for https://careers.tangs.com	TANGS
https://careers.tillys.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Tillys
https://careers.tom-tailor.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Tom Tailor
https://careers.trent-tata.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Westside (Trent)
https://careers.toteme-studio.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Toteme
https://careers.triumph.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Triumph
https://careers.vakko.com.tr	portail	1	DEAD_HOST	DNS ENOTFOUND	Vakko
https://careers.united-arrows.co.jp	portail	1	DEAD_HOST	DNS ENOTFOUND	United Arrows
https://careers.vince.com	portail	1	DEAD_HOST	DNS ENOTFOUND	Vince
